기준일자,박스오피스순위,영화명,해당일관객수,누적관객수,스크린수,상영횟수
2026-03-14,8,센티멘탈 밸류,2268,57767,71,81
2026-03-14,9,매드 댄스 오피스,1905,41520,184,220
2026-03-14,10,신의악단,1775,1428577,104,119
2026-03-13,1,왕과 사는 남자,221367,12435379,2036,8880
2026-03-13,2,호퍼스,17445,375388,673,1773
2026-03-13,3,삼악도,8864,28091,225,747
2026-03-13,4,F1 더 무비,6977,5233705,159,415
2026-03-13,5,휴민트,4308,1955602,435,655
2026-03-13,6,극장판 진격의 거인 완결편 더 라스트 어택,4225,954489,16,52
2026-03-13,7,오만과 편견,2466,892437,148,294
2026-03-13,8,매드 댄스 오피스,2012,39615,254,294
2026-03-13,9,메소드연기,1866,2229,6,7
2026-03-13,10,신의악단,1337,1426802,118,140
2026-03-12,1,왕과 사는 남자,158644,12214012,1955,7839
2026-03-12,2,호퍼스,9567,357943,649,1467
2026-03-12,3,삼악도,7228,19227,235,742
2026-03-12,4,F1 더 무비,5337,5226728,163,530
2026-03-12,5,휴민트,3955,1951294,433,643
2026-03-12,6,매드 댄스 오피스,2220,37603,248,299
2026-03-12,7,오만과 편견,2057,889971,159,311
2026-03-12,8,아르코,1451,10613,222,263
2026-03-12,9,신의악단,1029,1425465,119,145
2026-03-12,10,초속 5센티미터,1014,87040,97,110
2026-03-11,1,왕과 사는 남자,171419,12055368,1934,7926
2026-03-11,2,호퍼스,11605,348376,659,1588
2026-03-11,3,삼악도,11184,11999,225,819
2026-03-11,4,F1 더 무비,6406,5221391,164,541
2026-03-11,5,휴민트,4150,1947339,434,649
2026-03-11,6,오만과 편견,2865,887914,151,303
2026-03-11,7,아르코,2528,9162,233,285
2026-03-11,8,매드 댄스 오피스,2088,35383,252,299
2026-03-11,9,너자 2,1533,59179,67,77
2026-03-11,10,초속 5센티미터,1355,86026,106,125
2026-03-10,1,왕과 사는 남자,177177,11883949,1860,7464
2026-03-10,2,호퍼스,10263,336771,692,1786
2026-03-10,3,휴민트,5358,1943189,515,869
2026-03-10,4,매드 댄스 오피스,4297,33295,423,597
2026-03-10,5,초속 5센티미터,2738,84671,221,267
2026-03-10,6,브라이드!,1844,22455,299,405
2026-03-10,7,신의악단,1676,1423557,178,198
2026-03-10,8,햄넷,1493,47585,163,193
2026-03-10,9,우리에게는 아직 내일이 있다,1183,9319,84,104
2026-03-10,10,우리는 매일매일,1030,11794,101,116
2026-03-09,1,왕과 사는 남자,203138,11706772,1816,7356
2026-03-09,2,호퍼스,11332,326508,690,1835
2026-03-09,3,휴민트,5633,1937831,509,865
2026-03-09,4,매드 댄스 오피스,2025,28998,368,488
2026-03-09,5,초속 5센티미터,1793,81933,202,236
2026-03-09,6,햄넷,1450,46092,153,178
2026-03-09,7,브라이드!,1286,20611,277,366
2026-03-09,8,신의악단,1245,1421881,163,188
2026-03-09,9,투어스 브이알 콘서트 : 러쉬로드,1165,6830,1,8
2026-03-09,10,센티멘탈 밸류,979,51402,74,86
2026-03-08,1,왕과 사는 남자,699459,11503634,2187,9211
2026-03-08,2,호퍼스,105977,315176,1013,3157
2026-03-08,3,휴민트,15497,1932198,515,836
2026-03-08,4,신의악단,5719,1420636,168,189
2026-03-08,5,매드 댄스 오피스,4898,26973,428,547
2026-03-08,6,너자 2,3831,57108,102,115
2026-03-08,7,햄넷,2823,44642,145,159
2026-03-08,8,초속 5센티미터,2531,80140,194,219
2026-03-08,9,굿 윌 헌팅,2480,55957,89,104
2026-03-08,10,브라이드!,2225,19325,297,380
2026-03-07,1,왕과 사는 남자,754518,10804175,2171,9535
2026-03-07,2,호퍼스,107039,209199,1011,3247
2026-03-07,3,휴민트,18428,1916701,519,896
2026-03-07,4,매드 댄스 오피스,5971,22075,456,602
2026-03-07,5,신의악단,4538,1414917,167,195
2026-03-07,6,햄넷,3076,41819,149,161
2026-03-07,7,브라이드!,3040,17100,337,439
2026-03-07,8,넘버원,2940,278409,65,74
2026-03-07,9,너자 2,2894,53277,98,113
2026-03-07,10,초속 5센티미터,2637,77609,189,214
2026-03-06,1,왕과 사는 남자,271738,10049657,1881,7684
2026-03-06,2,호퍼스,20799,102160,827,2311
2026-03-06,3,휴민트,9905,1898273,582,1011
2026-03-06,4,매드 댄스 오피스,3915,16104,476,783
2026-03-06,5,브라이드!,2957,14060,357,591
2026-03-06,6,우리는 매일매일,2546,7563,134,162
2026-03-06,7,햄넷,2337,38743,172,195
2026-03-06,8,너자 2,1861,50383,110,131
2026-03-06,9,신의악단,1658,1410379,175,199
2026-03-06,10,센티멘탈 밸류,1498,46149,87,100
2026-03-05,1,왕과 사는 남자,180529,9777919,1697,6654
2026-03-05,2,호퍼스,11795,81361,747,2041
2026-03-05,3,휴민트,7105,1888368,542,934
2026-03-05,4,매드 댄스 오피스,3839,12189,470,815
2026-03-05,5,브라이드!,3357,11103,370,600
2026-03-05,6,너자 2,2388,48522,110,135
2026-03-05,7,신의악단,1938,1408721,183,209
2026-03-05,8,우리는 매일매일,1887,5017,125,150
2026-03-05,9,햄넷,1758,36406,175,202
2026-03-05,10,다이 마이 러브,1519,3683,112,186
2026-03-04,1,왕과 사는 남자,189637,9597390,1633,6464
2026-03-04,2,호퍼스,17155,69566,788,2320
2026-03-04,3,브라이드!,7478,7746,399,676
2026-03-04,4,휴민트,6837,1881263,549,932
2026-03-04,5,매드 댄스 오피스,5420,8350,484,885
2026-03-04,6,우리는 매일매일,2523,3130,142,168
2026-03-04,7,너자 2,2512,46134,107,139
2026-03-04,8,다이 마이 러브,2164,2164,115,212
2026-03-04,9,햄넷,1979,34648,164,196
2026-03-04,10,아이엠스타!X프리파라 더 무비 -만남의 기적!-,1754,75777,53,62
2026-03-03,1,왕과 사는 남자,194476,9407753,1800,7489
2026-03-03,2,휴민트,10756,1874426,659,1647
2026-03-03,3,초속 5센티미터,3542,71293,444,748
2026-03-03,4,28년 후: 뼈의 사원,2632,29175,379,564
2026-03-03,5,신의악단,2242,1405190,295,369
2026-03-03,6,햄넷,2231,32669,302,390
2026-03-03,7,넘버원,2035,274772,191,235
2026-03-03,8,너자 2,1840,43622,203,331
2026-03-03,9,센티멘탈 밸류,1101,42895,101,110
2026-03-03,10,아르코,1043,2665,8,8
2026-03-02,1,왕과 사는 남자,728915,9213277,2150,9321
2026-03-02,2,휴민트,41504,1863670,754,1622
2026-03-02,3,호퍼스,29415,52411,538,1174
2026-03-02,4,신의악단,11210,1402948,287,337
2026-03-02,5,초속 5센티미터,8164,67751,488,721
2026-03-02,6,너자 2,6934,41782,231,378
2026-03-02,7,28년 후: 뼈의 사원,4978,26543,365,514
2026-03-02,8,햄넷,4622,30438,292,339
2026-03-02,9,넘버원,3950,272737,173,207
2026-03-02,10,귀신 부르는 앱: 영,3325,91031,133,168
2026-03-01,1,왕과 사는 남자,817182,8484362,2170,9709
2026-03-01,2,휴민트,54656,1822166,784,1786
2026-03-01,3,호퍼스,22185,22996,536,1172
2026-03-01,4,신의악단,10536,1391738,327,376
2026-03-01,5,초속 5센티미터,10031,59587,503,777
2026-03-01,6,28년 후: 뼈의 사원,7500,21565,417,619
2026-03-01,7,너자 2,7249,34848,242,398
2026-03-01,8,햄넷,4346,25816,309,354
2026-03-01,9,넘버원,4180,268787,185,223
2026-03-01,10,귀신 부르는 앱: 영,3921,87706,136,177
2026-02-28,1,왕과 사는 남자,655719,7667180,2165,9758
2026-02-28,2,휴민트,47959,1767510,816,2018
2026-02-28,3,초속 5센티미터,12239,49556,542,949
2026-02-28,4,신의악단,9281,1381202,376,474
2026-02-28,5,너자 2,7981,27599,260,476
2026-02-28,6,28년 후: 뼈의 사원,7664,14065,417,689
2026-02-28,7,슬라이드 스트럼 뮤트,4770,9942,120,166
2026-02-28,8,햄넷,4566,21470,326,407
2026-02-28,9,귀신 부르는 앱: 영,4296,83785,152,202
2026-02-28,10,넘버원,3401,264607,209,267
2026-02-27,1,왕과 사는 남자,278059,7011461,1932,8039
2026-02-27,2,휴민트,22005,1719551,739,2014
2026-02-27,3,초속 5센티미터,9061,37317,518,1015
2026-02-27,4,28년 후: 뼈의 사원,6209,6401,467,807
2026-02-27,5,신의악단,4206,1371921,345,421
2026-02-27,6,너자 2,3638,19618,256,464
2026-02-27,7,넘버원,3395,261206,269,321
2026-02-27,8,엔하이픈 [워크 더 라인 썸머 에디션] 인 시네마,2897,2897,61,117
2026-02-27,9,귀신 부르는 앱: 영,2795,79489,163,220
2026-02-27,10,햄넷,2752,16904,329,420
2026-02-26,1,왕과 사는 남자,204929,6733402,1803,7335
2026-02-26,2,휴민트,21909,1697546,786,2269
2026-02-26,3,초속 5센티미터,9236,28256,515,1143
2026-02-26,4,너자 2,5841,15980,263,565
2026-02-26,5,신의악단,4584,1367715,363,464
2026-02-26,6,넘버원,3929,257811,288,366
2026-02-26,7,귀신 부르는 앱: 영,3460,76694,180,244
2026-02-26,8,슬라이드 스트럼 뮤트,3119,3899,117,126
2026-02-26,9,햄넷,3031,14152,352,457
2026-02-26,10,센티멘탈 밸류,2130,30842,97,107
2026-02-25,1,왕과 사는 남자,309572,6528473,1937,7497
2026-02-25,2,휴민트,37892,1675637,855,2399
2026-02-25,3,초속 5센티미터,17947,19020,568,1257
2026-02-25,4,너자 2,6936,10139,277,584
2026-02-25,5,햄넷,5633,11121,381,495
2026-02-25,6,신의악단,4905,1363131,355,464
2026-02-25,7,넘버원,4103,253882,291,364
2026-02-25,8,귀신 부르는 앱: 영,3747,73234,188,252
2026-02-25,9,센티멘탈 밸류,3558,28712,104,122
2026-02-25,10,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2509,66932,58,77
2026-02-24,1,왕과 사는 남자,194636,6218901,1778,7331
2026-02-24,2,휴민트,26624,1637745,936,3086
2026-02-24,3,넘버원,5091,249779,502,763
2026-02-24,4,신의악단,4914,1358226,416,632
2026-02-24,5,귀신 부르는 앱: 영,4590,69487,181,340
2026-02-24,6,점보,3553,45106,291,321
2026-02-24,7,센티멘탈 밸류,2400,25154,197,225
2026-02-24,8,만약에 우리,2187,2594460,249,341
2026-02-24,9,매드 댄스 오피스,1542,1966,7,8
2026-02-24,10,폭풍의 언덕,1324,57770,170,196
2026-02-23,1,왕과 사는 남자,195470,6024265,1756,7273
2026-02-23,2,휴민트,32115,1611121,921,3101
2026-02-23,3,넘버원,5276,244688,496,762
2026-02-23,4,신의악단,4667,1353312,417,631
2026-02-23,5,귀신 부르는 앱: 영,4474,64897,182,346
2026-02-23,6,점보,2584,41553,281,306
2026-02-23,7,만약에 우리,2328,2592273,257,350
2026-02-23,8,센티멘탈 밸류,1915,22754,179,207
2026-02-23,9,판결,1259,4001,7,7
2026-02-23,10,너자 2,1160,3203,9,9
2026-02-22,1,왕과 사는 남자,568288,5828795,2142,8689
2026-02-22,2,휴민트,88007,1579006,1026,3381
2026-02-22,3,신의악단,18886,1348645,524,752
2026-02-22,4,넘버원,16015,239412,548,792
2026-02-22,5,귀신 부르는 앱: 영,11391,60423,187,346
2026-02-22,6,점보,9807,38969,371,477
2026-02-22,7,만약에 우리,4116,2589945,240,291
2026-02-22,8,센티멘탈 밸류,3541,20839,180,200
2026-02-22,9,모노노케 히메,2234,201079,31,39
2026-02-22,10,"2024.12.03 그날 조작된 내란, 감춰진 진실",2136,207669,149,173
2026-02-21,1,왕과 사는 남자,581160,5260507,2106,9006
2026-02-21,2,휴민트,100054,1490999,1048,3624
2026-02-21,3,넘버원,15757,223397,549,798
2026-02-21,4,신의악단,14064,1329759,508,780
2026-02-21,5,귀신 부르는 앱: 영,12759,49032,178,352
2026-02-21,6,점보,9260,29162,370,479
2026-02-21,7,만약에 우리,5053,2585829,244,302
2026-02-21,8,센티멘탈 밸류,3769,17298,190,209
2026-02-21,9,폭풍의 언덕,2307,53788,155,177
2026-02-21,10,모노노케 히메,2289,198845,33,42
2026-02-20,1,왕과 사는 남자,264713,4679347,1771,7277
2026-02-20,2,휴민트,51305,1390945,1089,3982
2026-02-20,3,넘버원,9033,207640,593,988
2026-02-20,4,귀신 부르는 앱: 영,8195,36273,190,380
2026-02-20,5,신의악단,8017,1315695,457,684
2026-02-20,6,만약에 우리,4384,2580776,304,418
2026-02-20,7,센티멘탈 밸류,3416,13529,192,230
2026-02-20,8,아이엠스타!X프리파라 더 무비 -만남의 기적!-,3408,59158,75,102
2026-02-20,9,점보,3263,19902,312,352
2026-02-20,10,"2024.12.03 그날 조작된 내란, 감춰진 진실",2102,203548,192,251
2026-02-19,1,왕과 사는 남자,239783,4414634,1607,6521
2026-02-19,2,휴민트,54834,1339640,1116,4036
2026-02-19,3,넘버원,10762,198607,574,983
2026-02-19,4,귀신 부르는 앱: 영,9175,28078,189,384
2026-02-19,5,신의악단,8480,1307678,433,629
2026-02-19,6,아이엠스타!X프리파라 더 무비 -만남의 기적!-,5533,55750,71,91
2026-02-19,7,만약에 우리,4486,2576392,292,411
2026-02-19,8,노 머시: 90분,3661,98458,60,70
2026-02-19,9,"2024.12.03 그날 조작된 내란, 감춰진 진실",2969,201446,203,263
2026-02-19,10,센티멘탈 밸류,2546,10113,188,221
2026-02-18,1,왕과 사는 남자,653634,4174851,2017,8045
2026-02-18,2,휴민트,184951,1284806,1188,4360
2026-02-18,3,신의악단,30600,1299198,492,692
2026-02-18,4,넘버원,26301,187845,609,970
2026-02-18,5,귀신 부르는 앱: 영,18263,18903,176,357
2026-02-18,6,점보,12648,14169,355,453
2026-02-18,7,만약에 우리,8477,2571906,288,374
2026-02-18,8,"2024.12.03 그날 조작된 내란, 감춰진 진실",8450,198477,178,214
2026-02-18,9,아이엠스타!X프리파라 더 무비 -만남의 기적!-,7831,50217,74,96
2026-02-18,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,4101,21127,195,241
2026-02-17,1,왕과 사는 남자,661439,3521217,2010,8341
2026-02-17,2,휴민트,213403,1099855,1225,4909
2026-02-17,3,신의악단,33635,1268598,462,694
2026-02-17,4,넘버원,21897,161544,605,1062
2026-02-17,5,"2024.12.03 그날 조작된 내란, 감춰진 진실",7197,190027,205,239
2026-02-17,6,만약에 우리,7021,2563429,319,432
2026-02-17,7,폭풍의 언덕,4354,44293,330,411
2026-02-17,8,극장판 엉덩이 탐정: 스타 앤드 문,4237,46280,208,312
2026-02-17,9,노 머시: 90분,2702,93623,131,143
2026-02-17,10,주토피아 2,2570,8604180,94,103
2026-02-16,1,왕과 사는 남자,537175,2859778,1899,7804
2026-02-16,2,휴민트,182655,886452,1290,5280
2026-02-16,3,신의악단,30221,1234963,434,623
2026-02-16,4,넘버원,22493,139647,645,1131
2026-02-16,5,"2024.12.03 그날 조작된 내란, 감춰진 진실",7568,182830,231,286
2026-02-16,6,만약에 우리,7451,2556408,337,471
2026-02-16,7,극장판 엉덩이 탐정: 스타 앤드 문,4503,42043,226,353
2026-02-16,8,폭풍의 언덕,4022,39939,351,444
2026-02-16,9,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,3602,14809,224,298
2026-02-16,10,노 머시: 90분,2913,90921,130,148
2026-02-15,1,왕과 사는 남자,465254,2322603,1836,7248
2026-02-15,2,휴민트,204552,703797,1356,5601
2026-02-15,3,넘버원,26374,117154,652,1325
2026-02-15,4,신의악단,18816,1204742,420,567
2026-02-15,5,만약에 우리,9449,2548957,370,478
2026-02-15,6,"2024.12.03 그날 조작된 내란, 감춰진 진실",6781,175262,249,319
2026-02-15,7,극장판 엉덩이 탐정: 스타 앤드 문,5253,37540,232,353
2026-02-15,8,폭풍의 언덕,4804,35917,360,482
2026-02-15,9,노 머시: 90분,3724,88008,141,161
2026-02-15,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,3523,11207,219,297
2026-02-14,1,왕과 사는 남자,357886,1857349,1729,6851
2026-02-14,2,휴민트,194546,499245,1375,5819
2026-02-14,3,넘버원,25550,90780,635,1318
2026-02-14,4,신의악단,17415,1185926,436,602
2026-02-14,5,만약에 우리,10620,2539508,353,469
2026-02-14,6,"2024.12.03 그날 조작된 내란, 감춰진 진실",6702,168481,258,344
2026-02-14,7,폭풍의 언덕,6450,31113,374,513
2026-02-14,8,극장판 엉덩이 탐정: 스타 앤드 문,6012,32287,230,346
2026-02-14,9,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,3618,7684,227,300
2026-02-14,10,노 머시: 90분,3209,84284,158,174
2026-02-13,1,왕과 사는 남자,133573,1499463,1420,5369
2026-02-13,2,휴민트,91891,304699,1405,5809
2026-02-13,3,넘버원,13978,65230,630,1590
2026-02-13,4,신의악단,8978,1168511,418,590
2026-02-13,5,만약에 우리,8177,2528888,376,517
2026-02-13,6,폭풍의 언덕,5885,24663,403,692
2026-02-13,7,"2024.12.03 그날 조작된 내란, 감춰진 진실",5467,161779,317,504
2026-02-13,8,신 에반게리온 극장판,4747,34457,46,71
2026-02-13,9,노 머시: 90분,3047,81075,152,180
2026-02-13,10,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2894,35268,76,108
2026-02-12,1,왕과 사는 남자,83916,1365890,1206,4331
2026-02-12,2,휴민트,81183,212808,1494,6079
2026-02-12,3,넘버원,13932,51252,643,1629
2026-02-12,4,신의악단,8661,1159533,428,613
2026-02-12,5,폭풍의 언덕,6778,18778,423,759
2026-02-12,6,"2024.12.03 그날 조작된 내란, 감춰진 진실",6751,156312,354,549
2026-02-12,7,만약에 우리,6189,2520711,371,529
2026-02-12,8,아이엠스타!X프리파라 더 무비 -만남의 기적!-,3390,32374,83,109
2026-02-12,9,노 머시: 90분,2802,78028,155,188
2026-02-12,10,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지생물 구조작전,1463,3259,141,169
2026-02-11,1,휴민트,116740,131625,1520,6291
2026-02-11,2,왕과 사는 남자,86924,1281974,1150,4203
2026-02-11,3,넘버원,17231,37320,647,1723
2026-02-11,4,폭풍의 언덕,10479,12000,428,816
2026-02-11,5,신의악단,7920,1150872,426,597
2026-02-11,6,"2024.12.03 그날 조작된 내란, 감춰진 진실",6863,149561,347,559
2026-02-11,7,만약에 우리,6256,2514522,376,536
2026-02-11,8,아이엠스타!X프리파라 더 무비 -만남의 기적!-,6239,28984,95,117
2026-02-11,9,스트레이 키즈 : 더 도미네이트 익스피리언스,2770,16881,39,63
2026-02-11,10,노 머시: 90분,2157,75226,158,189
2026-02-10,1,왕과 사는 남자,95582,1195050,1536,6557
2026-02-10,2,신의악단,13519,1142952,597,1295
2026-02-10,3,만약에 우리,11804,2508266,646,1462
2026-02-10,4,"2024.12.03 그날 조작된 내란, 감춰진 진실",10705,142698,411,793
2026-02-10,5,노 머시: 90분,6689,73069,540,989
2026-02-10,6,아바타: 불과 재,3692,6731026,296,361
2026-02-10,7,하우스메이드,2104,67329,194,232
2026-02-10,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1664,1268560,93,132
2026-02-10,9,주토피아 2,1413,8592191,109,124
2026-02-10,10,시스터,1296,69076,147,168
2026-02-09,1,왕과 사는 남자,98379,1099468,1530,6494
2026-02-09,2,신의악단,13546,1129433,595,1299
2026-02-09,3,만약에 우리,12057,2496462,647,1470
2026-02-09,4,"2024.12.03 그날 조작된 내란, 감춰진 진실",11513,131993,405,785
2026-02-09,5,노 머시: 90분,5531,66380,511,947
2026-02-09,6,아바타: 불과 재,2942,6727334,284,347
2026-02-09,7,넘버원,2001,20089,13,13
2026-02-09,8,시스터,1639,67780,172,197
2026-02-09,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1400,1266896,98,137
2026-02-09,10,하우스메이드,1359,65225,186,216
2026-02-08,1,왕과 사는 남자,308083,1001089,1724,7292
2026-02-08,2,신의악단,50022,1115887,775,1490
2026-02-08,3,만약에 우리,30125,2484405,718,1545
2026-02-08,4,"2024.12.03 그날 조작된 내란, 감춰진 진실",28593,120480,419,760
2026-02-08,5,노 머시: 90분,11996,60849,572,1078
2026-02-08,6,극장판 엉덩이 탐정: 스타 앤드 문,10111,20692,254,479
2026-02-08,7,아바타: 불과 재,8440,6724392,294,359
2026-02-08,8,"신비아파트 10주년 극장판: 한 번 더, 소환",8313,319083,318,372
2026-02-08,9,주토피아 2,5485,8589640,220,249
2026-02-08,10,스트레이 키즈 : 더 도미네이트 익스피리언스,4961,12707,102,172
2026-02-07,1,왕과 사는 남자,327112,693006,1717,7714
2026-02-07,2,신의악단,36204,1065865,731,1550
2026-02-07,3,만약에 우리,33549,2454280,718,1621
2026-02-07,4,"2024.12.03 그날 조작된 내란, 감춰진 진실",30812,91887,403,718
2026-02-07,5,노 머시: 90분,15000,48853,595,1164
2026-02-07,6,극장판 엉덩이 탐정: 스타 앤드 문,10039,10581,247,492
2026-02-07,7,아바타: 불과 재,9541,6715952,312,381
2026-02-07,8,"신비아파트 10주년 극장판: 한 번 더, 소환",7377,310770,309,376
2026-02-07,9,휴민트,5752,10841,20,21
2026-02-07,10,주토피아 2,5258,8584155,223,255
2026-02-06,1,왕과 사는 남자,126625,365894,1653,7152
2026-02-06,2,"2024.12.03 그날 조작된 내란, 감춰진 진실",21207,61075,295,473
2026-02-06,3,만약에 우리,18795,2420731,685,1679
2026-02-06,4,신의악단,17564,1029661,671,1408
2026-02-06,5,노 머시: 90분,9002,33853,573,1318
2026-02-06,6,아바타: 불과 재,4784,6706411,316,391
2026-02-06,7,아이엠스타!X프리파라 더 무비 -만남의 기적!-,3431,14489,108,153
2026-02-06,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1936,1258527,103,152
2026-02-06,9,하우스메이드,1825,60214,218,272
2026-02-06,10,주토피아 2,1731,8578897,133,150
2026-02-05,1,왕과 사는 남자,91731,239269,1612,6723
2026-02-05,2,"2024.12.03 그날 조작된 내란, 감춰진 진실",20036,39868,229,346
2026-02-05,3,신의악단,17621,1012097,623,1312
2026-02-05,4,만약에 우리,15556,2401936,652,1551
2026-02-05,5,노 머시: 90분,7421,24851,565,1353
2026-02-05,6,넘버원,5574,11396,26,26
2026-02-05,7,아이엠스타!X프리파라 더 무비 -만남의 기적!-,3994,11058,115,154
2026-02-05,8,아바타: 불과 재,3160,6701627,294,366
2026-02-05,9,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,2499,14097,72,84
2026-02-05,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1867,1256591,98,149
2026-02-04,1,왕과 사는 남자,117783,147538,1658,6932
2026-02-04,2,만약에 우리,16140,2386380,633,1577
2026-02-04,3,"2024.12.03 그날 조작된 내란, 감춰진 진실",16132,19832,145,229
2026-02-04,4,신의악단,15039,994476,607,1253
2026-02-04,5,노 머시: 90분,10152,17430,538,1413
2026-02-04,6,아이엠스타!X프리파라 더 무비 -만남의 기적!-,7064,7064,118,160
2026-02-04,7,휴민트,4087,5089,16,17
2026-02-04,8,아바타: 불과 재,3142,6698467,304,377
2026-02-04,9,스트레이 키즈 : 더 도미네이트 익스피리언스,3029,3029,103,184
2026-02-04,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",1925,1254724,96,145
2026-02-03,1,만약에 우리,23039,2370240,830,2819
2026-02-03,2,신의악단,22713,979437,699,1901
2026-02-03,3,아바타: 불과 재,8043,6695325,558,1044
2026-02-03,4,시스터,7643,57665,538,1061
2026-02-03,5,하우스메이드,4573,55508,491,866
2026-02-03,6,직장상사 길들이기,3676,63443,552,996
2026-02-03,7,넘버원,3516,4218,17,17
2026-02-03,8,주토피아 2,3306,8574245,321,413
2026-02-03,9,프라이메이트,3057,34694,378,544
2026-02-03,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2922,1252799,162,278
2026-02-02,1,만약에 우리,24356,2347201,821,2824
2026-02-02,2,신의악단,22340,956724,668,1864
2026-02-02,3,아바타: 불과 재,7396,6687282,539,1027
2026-02-02,4,시스터,4976,50022,499,996
2026-02-02,5,하우스메이드,4477,50935,478,882
2026-02-02,6,직장상사 길들이기,4116,59767,553,1041
2026-02-02,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2952,1249877,157,277
2026-02-02,8,주토피아 2,2719,8570939,303,385
2026-02-02,9,프라이메이트,2292,31637,374,538
2026-02-02,10,"신비아파트 10주년 극장판: 한 번 더, 소환",2155,296585,282,349
2026-02-01,1,신의악단,65768,934384,893,2139
2026-02-01,2,만약에 우리,63941,2322845,923,3249
2026-02-01,3,아바타: 불과 재,24485,6679886,614,1215
2026-02-01,4,"신비아파트 10주년 극장판: 한 번 더, 소환",16242,294430,515,770
2026-02-01,5,주토피아 2,11991,8568220,487,668
2026-02-01,6,직장상사 길들이기,11250,55651,641,1267
2026-02-01,7,시스터,9640,45046,586,1206
2026-02-01,8,하우스메이드,9199,46458,540,925
2026-02-01,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",8325,1246925,167,276
2026-02-01,10,정글비트 2,4359,12813,309,353
2026-01-31,1,만약에 우리,78952,2258904,939,3463
2026-01-31,2,신의악단,58132,868616,806,2210
2026-01-31,3,아바타: 불과 재,29770,6655401,628,1286
2026-01-31,4,직장상사 길들이기,15291,44401,661,1412
2026-01-31,5,"신비아파트 10주년 극장판: 한 번 더, 소환",15180,278188,508,772
2026-01-31,6,주토피아 2,12943,8556229,479,687
2026-01-31,7,하우스메이드,12160,37259,540,1003
2026-01-31,8,시스터,11488,35406,601,1307
2026-01-31,9,천공의 성 라퓨타,8808,91585,174,218
2026-01-31,10,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",7359,1238600,175,282
2026-01-30,1,만약에 우리,36845,2179952,864,3057
2026-01-30,2,신의악단,24438,810484,656,1712
2026-01-30,3,아바타: 불과 재,12419,6625631,591,1132
2026-01-30,4,직장상사 길들이기,7725,29110,614,1423
2026-01-30,5,하우스메이드,7059,25099,529,943
2026-01-30,6,시스터,5735,23918,587,1298
2026-01-30,7,프라이메이트,4862,19178,453,809
2026-01-30,8,주토피아 2,4096,8543286,323,392
2026-01-30,9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",3463,1231241,163,241
2026-01-30,10,"신비아파트 10주년 극장판: 한 번 더, 소환",3462,263008,330,417
2026-01-29,1,만약에 우리,28847,2143107,817,2807
2026-01-29,2,신의악단,24710,786046,630,1571
2026-01-29,3,아바타: 불과 재,9420,6613212,569,1044
2026-01-29,4,직장상사 길들이기,6419,21385,603,1352
2026-01-29,5,하우스메이드,6330,18040,508,891
2026-01-29,6,시스터,5535,18183,576,1312
2026-01-29,7,프라이메이트,4927,14316,460,830
2026-01-29,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",4180,1227778,155,212
2026-01-29,9,주토피아 2,3435,8539190,303,362
2026-01-29,10,"신비아파트 10주년 극장판: 한 번 더, 소환",3306,259546,294,362
2026-01-28,1,만약에 우리,47906,2114260,890,2916
2026-01-28,2,신의악단,29563,761336,684,1590
2026-01-28,3,직장상사 길들이기,13400,14966,654,1547
2026-01-28,4,아바타: 불과 재,13207,6603792,602,1083
2026-01-28,5,시스터,11182,12648,650,1555
2026-01-28,6,하우스메이드,9297,11710,533,915
2026-01-28,7,프라이메이트,7922,9389,502,911
2026-01-28,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",6393,1223598,143,178
2026-01-28,9,천공의 성 라퓨타,5748,78381,168,217
2026-01-28,10,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,5344,5846,130,245
2026-01-27,1,만약에 우리,31908,2066354,926,3325
2026-01-27,2,신의악단,24067,731773,678,1766
2026-01-27,3,아바타: 불과 재,12618,6590585,687,1515
2026-01-27,4,프로젝트 Y,7363,116465,656,1660
2026-01-27,5,왕과 사는 남자,5943,15958,29,29
2026-01-27,6,주토피아 2,5821,8531271,470,690
2026-01-27,7,"신비아파트 10주년 극장판: 한 번 더, 소환",4061,252895,449,659
